id,title,year,abstract
10.1.1.169.2388,On Leighton’s graph covering theorem,,"Abstract. We give short expositions of both Leighton’s proof and the Bass-Kulkarni proof of Leighton’s graph covering theorem, in the context of colored graphs. We discuss a further generalization, needed elsewhere, to “symmetryrestricted graphs. ” We can prove it in some cases, for example, if the “graph of colors ” is a tree, but we do not know if it is true in general. We show that Bass’s Conjugation Theorem, which is a tool in the Bass-Kulkarni approach, does hold in the symmetry-restricted context. Leighton’s graph covering theorem says: Theorem (Leighton [5]). Two finite graphs which have a common covering have a common finite covering. It answered a conjecture of Angluin and Gardiner who had proved the case that both graphs are k–regular [1]. Leighton’s proof is short (two pages), but has been considered by some to lack transparency. It was reframed in terms of Bass-Serre theory by Bass and Kulkarni [2, 3], expanding its length considerably but providing group-theoretic tools which have other uses."
10.1.1.168.8,Title of Each Class,2009,Commission file number: 000-51788
10.1.1.168.6478,"April 22nd, 2009Using a Free Theorem [Wadler 1989]",,"For every we have for arbitrary f and l, where get:: [α]  → [α] map f (get l)  = get (map f l) map:: (α → β)  → [α]  → [β] map f []  = [] map f (a: as)  = (f a) : (map f as) 1 Using a Free Theorem [Wadler 1989] For every we have for arbitrary f and l, where But how do we know this? get:: [α]  → [α] map f (get l)  = get (map f l) map:: (α → β)  → [α]  → [β] map f []  = [] map f (a: as)  = (f a) : (map f as)"
10.1.1.168.1030,Alternate Affy Gene Expression Summary Methods.................... 3,2010,R topics documented:
10.1.1.167.7301,Real Wage Inequality,2008,"Abstract. A large literature has documented a significant increase in the difference between the wage of college graduates and high school graduates over the past 30 years. I show that from 1980 to 2000, college graduates have experienced relatively larger increases in cost of living, because they have increasingly concentrated in metropolitan areas that are characterized by a high cost of housing. When I deflate nominal wages using a location-specific CPI, I find that the difference between the wage of college graduates and high school graduates is lower in real terms than in nominal terms and has grown less. At least 22 % of the documented increase in college premium is accounted for by spatial differences in the cost of living. The implications of this finding for changes in well-being inequality depend on why college graduates sort into expensive cities. Using a simple general equilibrium model of the labor and housing markets, I consider two alternative explanations. First, it is possible that the relative supply of college graduates increases in expensive cities because college graduates are increasingly attracted by amenities located in those cities. In this case, the higher cost of housing reflects consumption of desirable local amenities, and there may still be a significant increase in well-being inequality even if the increase in real wage inequality is limited. Alternatively, it is possible that the relative demand for college graduates increases in"
10.1.1.167.215,RELB−RUPA,,Figure 1: Reconstructing two marker positions on the right arm from frame 100 to 500 of a walking motion (#132.43). Graphs show bone lengths over time; markers are stills at frame 241. LDS/DynaMMo (textbfmiddle) fails to preserve inter-marker
10.1.1.167.1514,Previous Up Next Article Citations From References: 8 From Reviews: 0,,"The Hausdorff dimension of bounded geodesics on geometrically finite manifolds. (English summary) Ergodic Theory Dynam. Systems 17 (1997), no. 1, 227–246. In this interesting paper, the author shows that for a geometrically finite Kleinian group, the critical exponent equals the Hausdorff dimension of the bounded geodesics. To be more precise, suppose G is a discrete group of isometries acting without fixed points on hyperbolic space, DN+1, and let M = DN+1 /G denote the corresponding constant negative curvature manifold. The critical exponent δ of G is defined as the infimum of s such that ∑ g∈G exp(−sd(0, g(0))) converges. Let SN be the boundary of DN+1 and let B ∗ (G)  ⊂ SN × SN be the set of pairs so that the geodesic connecting them in DN+1 projects to a bounded geodesic in M. Let B(G)  ⊂ SN be the set of points so the geodesic ray connecting the origin to the point projects to a bounded ray in M. Then the two main results of the paper are that if G is non-elementary and geometrically finite then:"
10.1.1.165.9793,Strong hydrodynamic limit for attractive particle systems on Z,2010, 
10.1.1.165.8237,Hard-To-Use Interfaces Considered Beneficial (Some of the Time),,Copyright is held by the author/owner(s).
10.1.1.165.6135,Differential complexes and numerical stability,2002,"Differential complexes such as the de Rham complex have recently come to play an important role in the design and analysis of numerical methods for partial differential equations. The design of stable discretizations of systems of partial differential equations often hinges on capturing subtle aspects of the structure of the system in the discretization. In many cases the differential geometric structure captured by a differential complex has proven to be a key element, and a discrete differential complex which is appropriately related to the original complex is essential. This new geometric viewpoint has provided a unifying understanding of a variety of innovative numerical methods developed over recent decades and pointed the way to stable discretizations of problems for which none were previously known, and it appears likely to play an important role in attacking some currently intractable problems in numerical PDE."
10.1.1.165.4526,the American Legislative Process Summary,2008,"The Library of Congress, as its name suggests, is a library dedicated to serving the United States Congress and its Members. It serves additionally as an unexcelled national library. The Library was located in the Capitol Building with the House of Representatives and the Senate until 1897, and its collections always have been available for use by Congress. Building upon a concept developed by the New York State Library and then the Wisconsin legislative reference department, Wisconsin’s Senator Robert LaFollette and Representative John M. Nelson led an effort to direct the establishment of a special reference unit within the Library in 1914. Later known as the Legislative Reference Service, it was charged with responding to congressional requests for information. For more than 50 years, this department assisted Congress primarily by providing facts and publications and by transmitting research and analysis done largely by other government agencies, private organizations, and individual scholars. In 1970, Congress enacted a law transforming the Legislative Reference Service into the Congressional Research Service (CRS) and directing CRS to devote more of its efforts and increased resources to performing research and analysis that assists Congress in direct support of the legislative process. Joined today by two other congressional support agencies, including the"
10.1.1.165.1151,"Mobility Helps Peer-to-Peer Security Srdjan Capkun, Member, IEEE Computer Society,",,"Abstract—We propose a straightforward technique to provide peer-to-peer security in mobile networks. We show that far from being a hurdle, mobility can be exploited to set up security associations among users. We leverage on the temporary vicinity of users, during which appropriate cryptographic protocols are run. We illustrate the operation of the solution in two scenarios, both in the framework of mobile ad hoc networks. In the first scenario, we assume the presence of an offline certification authority and we show how mobility helps to set up security associations for secure routing; in this case, the security protocol runs over one-hop radio links. We further show that mobility can be used for the periodic renewal of vital security information (e.g., the distribution of hash chain/Merkle tree roots). In the second scenario, we consider fully self-organized security: Users authenticate each other by visual contact and by the activation of an appropriate secure side channel of their personal device; we show that the process can be fuelled by taking advantage of trusted acquaintances. We then show that the proposed solution is generic: It can be deployed on any mobile network and it can be implemented either with symmetric or with asymmetric cryptography. We provide a performance analysis by studying the behavior of the solution in various scenarios. Index Terms—Mobile ad hoc networks, network-level security and protection. æ 1"
10.1.1.164.3234,Lesion in a basis function model of spatial representations: Comparison with hemineglect,1996,"The basis function theory of spatial representations explains how neurons i n the parietal cortex can perform nonlinear transformations from sensory to motor coordinates. The authors present computer simulations showing that unilateral parietal lesions leading to a neuronal gradient in basis function maps can account for the behavior of patients with hemineglect, including (a) neglect in line cancellation and line bisection experiments; (b) neglect in multiple frames of reference simultaneously; (c) relative neglect, a form of what is sometime called object-centered neglect; and (d) neglect without optic ataxia. Contralateral neglect arises in the model because the lesion produces an imbalance in the salience of stimuli that is modulated by the orientation of the body in space. These results strongly support the basis function theory for spatial representations in humans and provide a computational model of hemineglect at the single-cell level. A unilateral lesion of the parieto-occipital cortex in humans often produces hemineglect (Heilman, Watson,  & Valenstein, 1985; Pouget & Driver, 1999; Vallar, 1998), a neurologic syndrome characterized by a conspicuous inability to react or respond to stimuli presented in the hemispace contralateral to the lesion. For example, when asked to"
10.1.1.164.2486,MODULAR CURVES AND RAMANUJAN’S CONTINUED FRACTION,,"Abstract. We use arithmetic models of modular curves to establish some properties of Ramanujan’s continued fraction. In particular, we give a new geometric proof that its singular values are algebraic units that generate specific abelian extensions of imaginary quadratic fields, and we use a mixture of geometric and analytic methods to construct and study an infinite family of two-variable polynomials over Z that are related to Ramanujan’s function in the same way that the classical modular polynomials are related to the classical j-function. We also prove that a singular value on the imaginary axis, necessarily real, lies in a radical tower in R only if all odd prime factors of its degree over Q are Fermat primes; by computing some ray class groups, we give many examples where this necessary condition is not satisfied. 1."
10.1.1.164.217,"Actas do Encontro Científico 3º Festival Nacional de Robótica- ROBOTICA2003 Lisboa, 9 de Maio de 2003. MARKOV LOCALIZATION IN THE ROBOCUP SIMULATION LEAGUE 1",,"Abstract: For mobile robots, localization is the process of updating the pose of a robot, given information about its environment and the history of its sensor readings. This paper describes an implementation of the Markov localization method using a probability distribution across a fine-grained grid of robot poses to globally localize a robot even in the presence of noise. In particular, we applied this technique to self-localize a soccer player in the RoboCup Simulation League. This simulation features a highly dynamic environment and inaccurate sensor readings similar to real-world situations. We provide an experimental analysis of this implementation and show results indicating that the robot is able to remain relatively well localized in terms of position."
10.1.1.163.6762,"Effect of genre, speaker, and word class on the realization of given and new information",2006,"There is much evidence in the literature that speakers tend to deaccent discourse-given entities, while accenting new ones. However, speakers do not always follow this simple strategy and the causes for such variation are not yet well understood. In this paper, we describe several new forms of variability in the relationship between given/new information and accenting behavior, variation due to individual differences and to word class. We present results indicating that different speakers have different strategies for making new words prominent. We analyze two word-classes – nouns and verbs – in a corpus of spontaneous and read direction-giving monologues, and show that speakers use different combinations of pitch, intensity and inter-word pauses to distinguish between given and new information. Most interestingly, we find that in both genres all speakers tend to produce given verbs with higher intensity than new verbs. Index Terms: prosody, information status, given/new information, accenting."
10.1.1.163.4923,"Zarki, “MPEGTool: An X window based MPEG encoder and statistical tool",1993,"In this paper, we describe MPEGTool, an X window based tool which can be used to generate an MPEG 2 encoded bit stream for video sequences and to study the statistical properties of the encoded data. It is a very versatile tool that was designed to study the characteristics of variable bit rate video sources for transmission over ATM 3 based BISDN 4. The tool, which has a window based graphical user interface, allows a user to specify several of the MPEG parameters such as the intraframe to interframe ratio, and the quantizer scale. The tool also includes a statistical package which allows the user to plot graphs of various statistics including bit distributions, ATM cell distributions, time series, autocorrelation functions and cell interarrival times."
10.1.1.163.3290,Graph kernels versus graph representations: a case study in parse ranking,,"Abstract. Recently, several kernel functions designed for a data that consists of graphs have been presented. In this paper, we concentrate on designing graph representations and adapting the kernels for these graphs. In particular, we propose graph representations for dependency parses and analyse the applicability of several variations of the graph kernels for the problem of parse ranking in the domain of biomedical texts. The parses used in the study are generated with the link grammar (LG) parser from annotated sentences of BioInfer corpus. The results indicate that designing the graph representation is as important as designing the kernel function that is used as the similarity measure of the graphs. 1"
10.1.1.163.1678,Bichromatic separability with two boxes: a general approach,2009,"MEC MTM2006-03909. Let S be a set of n points on the plane in general position such that its elements are colored red or blue. We study the following problem: Find a largest subset of S which can be enclosed by the union of two, not necessarily disjoint, axis-aligned rectangles R and B such that R (resp. B) contains only red (resp. blue) points. We prove that this problem can be solved in O(n 2 log n) time and O(n) space. Our approach is based on solving some instances of Bentley’s maximum-sum consecutive subsequence problem. We introduce the first known data structure to dynamically maintain the optimal solution of this problem. We show that our techniques can be used to efficiently solve a more general class of problems in data analysis."
10.1.1.163.1517,Integer Programming Model for Automated Structure-based NMR Assignment,,"a protein sequence, and its NMR spectra, automatically interpret the NMR spectra and do backbone resonance assignment. We then propose a solution to solve this problem. The core of the solution is a novel integer linear programming model, which is a general framework for many versions of the structure-based assignment problem. As a proof of concept, our system has generated an automatic assignment on a real protein TM1112 with 91 % recall and 99 % precision, starting from scratch. When we restrict ourselves to the special case where perfect peak lists are given, we are able to compare our results with existing results in the field. In particular, we reduced the assignment error of Xiong-Pandurangan-Bailey-Kellogg’s method by 5 folds on average, with over a thousand fold speed up. Our system also achieves 91 % assignment accuracy on real experimental data for Ubiquitin. These results have direct practical implications. For example, in the protein design process, a protein is modified slightly and its structure is again measured by NMR experiments. Our method automates this process, saving time on tedious peak-picking and resonance assignment. As another example, when there is a homologous protein with known structure, our method increases the assignment accuracy and hence enables automated NMR structure determination. ⋆ The authors wish it to be known that, in their opinion, the first two authors should be regarded as Joint First Authors. The NMR resonance assignment problem has been extensively studied for twenty years [1–19]. Traditional"
10.1.1.163.1462,Towards Automated Structure-based NMR Assignment,,"a protein sequence, and its NMR spectra, automatically interpret the NMR spectra and do backbone resonance assignment. We then propose a solution to solve this problem. The core of the solution is a novel integer linear programming model, which is a general framework for many versions of the structure-based assignment problem. As a proof of concept, our system has generated an automatic assignment on a real protein TM1112 with 91 % recall and 99 % precision, starting from scratch. When we restrict ourselves to the special case where perfect peak lists are given, we are able to compare our results with existing results in the field. In particular, we reduced the assignment error of Xiong-Pandurangan-Bailey-Kellogg’s method by 5 folds on average, with over a thousand fold speed up. Our system also achieves 91 % assignment accuracy on real experimental data for Ubiquitin. These results have direct practical implications. For example, in the protein design process, a protein is modified slightly and its structure is again measured by NMR experiments. Our method automates this process, saving time on tedious peak-picking and resonance assignment. As another example, when there is a homologous protein with known structure, our method increases the assignment accuracy and hence enables automated NMR structure determination. ⋆ The authors wish it to be known that, in their opinion, the first two authors should be regarded as Joint First Authors. The NMR resonance assignment problem has been extensively studied for twenty years [1–19]. Traditional"
10.1.1.161.533,Learning a Model of a Web User’s Interests,1995,"Abstract. There are many recommender systems that are designed to help users find relevant information on the web. To produce recommendations that are relevant to an individual user, many of these systems first attempt to learn a model of the user’s browsing behavior. This paper presents a novel method for learning such a model from a set of annotated web logs — i.e., web logs that are augmented with the user’s assessment of whether each webpage is an information content (IC) page (i.e., contains the information required to complete her task). Our systems use this to learn what properties of a webpage, within a sequence, identify such IC-pages, and similarly what ”browsing properties ” characterize the words on such pages (“IC-words”). As these methods deal with properties of webpages (or of words), rather than specific URLs (words), they can be used anywhere throughout the web; i.e., they are not specific to a particular website, or a particular task. This paper also describes the enhanced browser, AIE, that we designed and implemented for collecting these annotated web logs, and an empirical study we conducted to investigate the effectiveness of our approach. This empirical evidence shows that our approach, and our algorithms, work effectively. 1"
10.1.1.161.1824,0.1 ls.mixed: Mixed effects Linear Regression Use,,"multi-level linear regression if you have covariates that are grouped according to one or more classification factors and a continuous dependent variable. While generally called multi-level models in the social sciences, this class of models is often referred to as mixed-effects models in the statistics literature and as hierarchical models in a Bayesian setting. This general class of models consists of linear models that are expressed as a function of both fixed effects, parameters corresponding to an entire population or certain repeatable levels of experimental factors, and random effects, parameters corresponding to individual experimental units drawn at random from a population."
10.1.1.161.1616,License GPL-2 Repository CRAN,2009,978-0-387-77316-2. (See the vignette for a package overview.) LazyLoad yes
10.1.1.160.7677,3G and 3.5G Wireless Network Performance Measured from Moving Cars and High-Speed Trains,,"In recent years, the world has witnessed the deployment of several 3G and 3.5G wireless networks based on technologies such as CDMA 1x EVolution Data-Only (EVDO), High-Speed Downlink Packet Access (HSDPA), and mobile WiMax (e.g., WiBro). Although 3G and 3.5G wireless networks support enough bandwidth for typical Internet applications, their performance varies greatly due to the wireless link characteristics. We present a measurement analysis of the performance of UDP and TCP over 3G and 3.5G wireless networks. The novelty of our measurement experiments lies in that we took our measurements in a fast moving car on a highway and in a high-speed train running at 300 km/h. Our results show that mobile nodes experience far worse performance than stationary nodes over the same network. Categories and Subject Descriptors:"
10.1.1.16.8449,Naturally Conveyed Explanations of Device Behavior,2001,"Designers routinely explain their designs to one another using sketches and verbal descriptions of behavior, both of which can be understood long before the device has been fully specified. But current design tools fail almost completely to support this sort of interaction, instead not only forcing designers to specify details of the design, but typically requiring that they do so by navigating a forest of menus and dialog boxes, rather than directly describing the behaviors with sketches and verbal explanations. We have created a prototype system, called assistance, capable of interpreting multimodal explanations for simple 2-D kinematic devices. The program generates a model of the events and the causal relationships between events that have been described via hand drawn sketches, sketched annotations, and verbal descriptions. Our goal is to make the designer's interaction with the computer more like interacting with another designer. This requires the ability not only to understand physical devices but also to understand the means by which the explanations of these devices are conveyed."
10.1.1.16.5136,Functional Abstraction driven Design Space Exploration of Heterogeneous Programmable Architectures,2001,"Rapid Design Space Exploration (DSE) of a programmable architecture is feasible using an automatic toolkit (compiler, simulator, assembler) generation methodology driven byan  Architecture Description Language (ADL). While manycontemporary ADLs can effectively capture one class of architecture, they are typically unable to capture a wide spectrum of processor and memory features present in DSP, VLIW, EPIC and Superscalar processors. The main bottleneck has been the lack of an abstraction underlying the ADL (covering a diverse set of architectural features) that permits reuse of the abstraction primitives to compose the heterogeneous architectures. We present in this paper the functional abstraction needed to capture suchwidevarietyof programmable architectures. We illustrate the usefulness of this approachby specifying twovery different architectures using functional abstraction. Our DSE results demonstrate the power of reuse in composing heterogeneous architectures using functional abstraction primitives allowing for a reduction in the time for specification and exploration by at least an order of magnitude."
10.1.1.16.493,Extensible Virtual Machines,2001,"Virtual machines (vms) have enjoyed a resurgence as a way of allowing the same application program to be used across a range of computer systems. This flexibility comes from the abstraction that the vm provides over the native interface of a particular computer. However, this also means that the application is prevented from taking the features of particular physical machines into account in its implementation. This dissertation addresses the question of why, where and how it is useful, possible and practicable to provide an application with access to lower-level interfaces. It argues that many aspects of vm implementation can be devolved safely to untrusted applications and demonstrates this through a prototype which allows control over run-time compilation, object placement within the heap and thread scheduling. The proposed architecture separates these application-specific policy implementations from the application itself. This allows one application to be used with different policies on different systems and also allows nave or premature optimizations to be removed."
10.1.1.16.2219,Extensible virtual machines,2001,"Virtual machines (vms) have enjoyed a resurgence as a way of allowing the same application program to be used across a range of computer systems. This flexibility comes from the abstraction that the vm provides over the native interface of a particular computer. However, this also means that the application is prevented from taking the features of particular physical machines into account in its implementation. This dissertation addresses the question of why, where and how it is useful, possible and practicable to provide an application with access to lower-level interfaces. It argues that many aspects of vm implementation can be devolved safely to untrusted applications and demonstrates this through a prototype which allows control over run-time compilation, object placement within the heap and thread scheduling. The proposed architecture separates these application-specific policy implementations from the application itself. This allows one application to be used with different policies on different systems and also allows nave or premature optimizations to be removed."
10.1.1.159.5080,Generalization analysis of listwise learning-to-rank algorithms using rademacher average,2008,"This paper presents a theoretical framework for ranking, and demonstrates how to perform generalization analysis of listwise ranking algorithms using the framework. Many learning-to-rank algorithms have been proposed in recent years. Among them, the listwise approach has shown higher empirical ranking performance when compared to the other approaches. However, there is no theoretical study on the listwise approach as far as we know. In this paper, we propose a theoretical framework for ranking, which can naturally describe various listwise learningto-rank algorithms. With this framework, we prove a theorem which gives a generalization bound of a listwise ranking algorithm, on the basis of Rademacher Average of the class of compound functions. The compound functions take listwise loss functions as outer functions and ranking models as inner functions. We then compute the Rademacher Averages for existing listwise algorithms of ListMLE, ListNet, and RankCosine. We also discuss the tightness of the bounds in different situations with regard to the list length and transformation function."
10.1.1.159.3409,User Grouping Behavior in Online Forums ∗,,"Online forums represent one type of social media that is particularly rich for studying human behavior in information seeking and diffusing. The way users join communities is a reflection of the changing and expanding of their interests toward information. In this paper, we study the patterns of user participation behavior, and the feature factors that influence such behavior on different forum datasets. We find that, despite the relative randomness and lesser commitment of structural relationships in online forums, users’ community joining behaviors display some strong regularities. One particularly interesting observation is that the very weak relationships between users defined by online replies have similar diffusion curves as those of real friendships or co-authorships. We build social selection models, Bipartite Markov Random Field (BiMRF), to quantitatively evaluate the prediction performance of those feature factors and their relationships. Using these models, we show that some features carry supplementary information, and the effectiveness of different features vary in different types of forums. Moreover, the results of BiMRF with two-star configurations suggest that the feature of user similarity defined by frequency of communication or number of common friends is inadequate to predict grouping behavior, but adding node-level features can improve the fit of the model."
10.1.1.159.1642,Perceptual Watermarks for Digital Images and Video ,2007,"The growth of new imaging technologies has created a need for techniques that can be used for copyright protection of digital images. Copyright protection involves the authentication of image content and/or ownership and can be used to identify illegal copies of a (possibly forged) image. One approach for copyright protection is to introduce an invisible signal known as a digital watermark in the image. In this paper, we describe digital image watermarking techniques, known as perceptually based watermarks, that are designed to exploit aspects of the human visual system. In the most general sense, any watermarking technique that attempts to incorporate an invisible mark into an image is perceptually based. However, in order to provide transparency (invisibility of the watermark) and robustness to attack, more sophisticated use of perceptual information in the watermarking process is required. Several techniques have been introduced that incorporate a simple visual model in the marking procedure. Such techniques usually take advantage of frequency selectivity and weighing to provide some perceptual criteria in the watermarking process. Even more elaborate visual models are used to develop schemes that not only take advantage of frequency"
10.1.1.155.498, High-Level Synthesis of Nonprogrammable Hardware Accelerators,2000,"  The PICO-N system automatically synthesizes embedded nonprogrammable accelerators to be used as co-processors for functions expressed as loop nests in C. The output is synthesizable VHDL that defines the accelerator at the register transfer level (RTL). The system generates a synchronous array of customized VLIW (very-long instruction word) processors, their controller, local memory, and interfaces. The system also modifies the user's application software to make use of the generated accelerator. The user indicates the throughput to be achieved by specifying the number of processors and their initiation interval. In experimental comparisons, PICO-N designs are slightly more costly than hand-designed accelerators with the same performance."
10.1.1.155.477,An Alternative to Working on Machine Consciousness,2009,"This paper extends three decades of work arguing that researchers who discuss consciousness should not restrict themselves only to (adult) human minds, but should study (and attempt to model) many kinds of minds, natural and artificial, thereby contributing to our understanding of the space containing all of them. We need to study what they do or can do, how they can do it, and how the natural ones can be emulated in synthetic minds. That requires: (a) understanding sets of requirements that are met by different sorts of minds, i.e. the niches that they occupy, (b) understanding the space of possible designs, and (c) understanding complex and varied relationships between requirements and designs. Attempts to model or explain any particular phenomenon, such as vision, emotion, learning, language use, or consciousness lead to muddle and confusion unless they are placed in that broader context. A methodology for making progress is summarised and a novel requirement proposed for a theory of how human minds work: the theory should support a single generic design for a learning, developing system that, in addition to meeting familiar requirements, should be capable of developing different and opposed philosophical viewpoints about consciousness, and the so-called hard problem. In other words, we need a common explanation for the mental machinations of mysterians, materialists, functionalists,"
10.1.1.155.1422,Towards a real time panoramic depth sensor,2003,Abstract. Recently we have presented a system for panoramic depth imaging with a single standard camera. One of the problems of such a system is the fact that we cannot generate a stereo pair of images in real time. This paper presents a possible solution to this problem. Based on a new sensor setup simulations were performed to establish the quality of new results in comparison to results obtained with the old sensor setup. The goal of the paper is to reveal whether the new setup can be used for real time capturing of panoramic depth images and consequently for autonomous navigation of a mobile robot in a room. 1
10.1.1.154.6270,CSMET: Comparative Genomic Motif Detection via Multi- Resolution,2007,"Functional turnover of transcription factor binding sites (TFBSs), such as whole-motif loss or gain, are common events during genome evolution. Conventional probabilistic phylogenetic shadowing methods model the evolution of genomes only at nucleotide level, and lack the ability to capture the evolutionary dynamics of functional turnover of aligned sequence entities. As a result, comparative genomic search of non-conserved motifs across evolutionarily related taxa remains a difficult challenge, especially in higher eukaryotes, where the cis-regulatory regions containing motifs can be long and divergent; existing methods rely heavily on specialized pattern-driven heuristic search or sampling algorithms, which can be difficult to generalize and hard to interpret based on phylogenetic principles. We propose a new method: Conditional Shadowing via Multi-resolution Evolutionary Trees, or CSMET, which uses a context-dependent probabilistic graphical model that allows aligned sites from different taxa in a multiple alignment to be modeled by either a background or an appropriate motif phylogeny conditioning on the functional specifications of each taxon. The functional specifications themselves are the output of a phylogeny which models the evolution not of individual nucleotides, but of the overall functionality (e.g., functional retention or loss) of the aligned sequence segments over lineages. Combining this method with a hidden Markov model that autocorrelates evolutionary rates on successive sites in the genome, CSMET offers a principled way to take into consideration lineage-specific evolution of TFBSs during motif detection, and a readily"
10.1.1.153.8636,FINAL ENVIRONMENTAL ASSESSMENT/REGULATORY IMPACT REVIEW/ INITIAL REGULATORY FLEXIBILITY ANALYSIS for Proposed AMENDMENT 85 to the Fishery Management Plan for Groundfish of the Bering Sea/Aleutian Islands Management Area ALLOCATION OF PACIFIC COD AMONG SEC,,"impacts of revising the separate apportionments of the BSAI Pacific cod ITAC among the fixed gear sectors (hook-and-line catcher processors, ≥60 ’ hook-and-line catcher vessels, pot catcher processors, ≥60 ’ pot catcher vessels, and pot/hook-and-line vessels <60 ' in length), jig sector, and trawl sectors based on recent sector catch histories. This action also proposes to implement a further split of the trawl CP sector allocation between the non-AFA and AFA trawl CP sectors. This action also proposes to increase the BSAI Pacific cod allocation to the western Alaska Community Development Quota Program and to modify that allocation such that it represents a directed fishing allowance. Finally, this amendment evaluates the effects of 1) apportioning halibut and crab prohibited species catch allowances among the Pacific cod trawl sectors, and 2) apportioning the halibut prohibited species catch allowance between the Pacific cod hook-and-line sectors. This amendment is intended to reduce uncertainty by establishing and modifying sector allocations such that they better reflect historic use, by sector, taking into account community and other socio-economic considerations. Prepared by staff of the"
10.1.1.153.7053,Quincunx fundamental refinable functions and quincunx biorthogonal wavelets,1999,"Abstract. We analyze the approximation and smoothness properties of quincunx fundamental refinable functions. In particular, we provide a general way for the construction of quincunx interpolatory refinement masks associated with the quincunx lattice in R 2. Their corresponding quincunx fundamental refinable functions attain the optimal approximation order and smoothness order. In addition, these examples are minimally supported with symmetry. For two special families of such quincunx interpolatory masks, we prove that their symbols are nonnegative. Finally, a general way of constructing quincunx biorthogonal wavelets is presented. Several examples of quincunx interpolatory masks and quincunx biorthogonal wavelets are explicitly computed. 1."
10.1.1.153.6743,Fishery Management Plan for Groundfish of the Bering Sea/Aleutian Islands Management Area ALLOCATION OF PACIFIC COD AMONG SECTORS and APPORTIONMENT OF SECTOR ALLOCATIONS BETWEEN BERING SEA AND ALEUTIAN ISLANDS SUBAREAS Abstract: This Environmental Assessm,,"of revising the separate apportionments of the BSAI Pacific cod ITAC among the fixed gear sectors (hook-and-line catcher processors, ≥60 ’ hook-and-line catcher vessels, pot catcher processors, ≥60 ’ pot catcher vessels, and pot/hook-and-line vessels <60 ' in length), jig sector, and trawl sectors based on recent sector catch histories. This action also proposes to implement a further split of the trawl CP sector allocation between the non-AFA and AFA trawl CP sectors. This action also proposes to increase the BSAI Pacific cod allocation to the western Alaska Community Development Quota Program and to modify that allocation such that it represents a directed fishing allowance. Finally, this amendment evaluates the effects of 1) apportioning halibut and crab prohibited species catch allowances among the Pacific cod trawl sectors, and 2) apportioning the halibut prohibited species catch allowance between the Pacific cod hook-and-line sectors. This amendment is intended to reduce uncertainty by establishing and modifying sector allocations such that they better reflect historic use, by sector, taking into account community and other socio-economic considerations. Prepared by staff of the"
10.1.1.151.7840,3G and 3.5G Wireless Network Performance Measured from Moving Cars and High-Speed Trains,,"In recent years, the world has witnessed the deployment of several 3G and 3.5G wireless networks based on technologies such as CDMA 1x EVolution Data-Only (EVDO), High-Speed Downlink Packet Access (HSDPA), and mobile WiMax (e.g., WiBro). Although 3G and 3.5G wireless networks support enough bandwidth for typical Internet applications, their performance varies greatly due to the wireless link characteristics. We present a measurement analysis of the performance of UDP and TCP over 3G and 3.5G wireless networks. The novelty of our measurement experiments lies in the fact that we took our measurements in a fast moving car on a highway and in a high-speed train running at 300 km/h. Predictably, our results show that mobile nodes experience far worse performance than stationary nodes over the same network. 1."
10.1.1.150.4164,Alternate Affy Gene Expression Summary Methods.................... 3,2009,Date/Publication 2009-10-06 06:56:27 R topics documented:
10.1.1.150.2865,Parameter Synthesis in Nonlinear Dynamical Systems: Application to Systems Biology,,"Abstract. The dynamics of biological processes are often modeled as systems of nonlinear ordinary differential equations (ODE). An important feature of nonlinear ODEs is that seemingly minor changes in initial conditions or parameters can lead to radically different behaviors. This is problematic because in general it is never possible to know/measure the precise state of any biological system due to measurement errors. The parameter synthesis problem is to identify sets of parameters (including initial conditions) for which a given system of nonlinear ODEs does not reach a given set of undesirable states. We present an efficient algorithm for solving this problem that combines sensitivity analysis with an efficient search over initial conditions. It scales to high-dimensional models and is exact if the given model is affine. We demonstrate our method on a model of the acute inflammatory response to bacterial infection, and identify initial conditions consistent with 3 biologically relevant outcomes."
10.1.1.150.2217,Towards Interactivity for TEX,,"Much work has been done to improve the level of interactivity avdable to TEX users. This work is categorized, and probable reasons are discussed why it is not really widespread. A more general view of ""interactivity "" may also lead to other tools. A common prerequisite for all these tools is the need to know about TEX'S functionality. The description of TEX should be formal, since the avdable lnformal descriptions have not given satisfactory results. After an abstract decomposition of TEX, an approach for the formal specification of one subsystem (the macro language) is presented. This specification may be interpreted by a Common Lisp system. The resulting Executable TEX Language Specification (ETLS) can be used as the kernel of a TEX macro debugger. Variations on A Theme ""Interactive TEX is the oldest theme on TUG meetings:"
10.1.1.15.9270,Automated Hoarding for Mobile Computers,1997,"A common problem facing mobile computing is disconnected  operation, or computing in the absence of a network.  Hoarding eases disconnected operation by selecting a subset of the user's files for local storage. We describe a hoarding system that can operate without user intervention, by observing user activity and predicting future needs. The system calculates a new measure, semantic distance, between individual files, and uses this to feed a clustering algorithm that chooses which files should be hoarded. A separate replication system manages the actual transport of data; any of a number of replication systems may be used. We discuss practical problems encountered in the real world and present usage statistics showing that our system outperforms previous approaches by factors that can exceed 10:1.  1 Introduction  The face of computing today is rapidly being changed by the advent of mobility, but the utility of the portable computer is seriously challenged by the problem of disconnect..."
